,sg_uf,dis_name,YEAR,cases,pop,pop_100k,mor_100k,mor_num,cnr_per 100k pop,res_cases,cured,t_com,died,fail,treat_death,p_cov,def,other,t_out,not_eva,fail_not_val_t_out,beds,fhs,fhs_sc,abandon,f_treated,has_prison,k50,pct_idc,temp,humi,rain
100,10,Chittagong,2017,15523,"8,606,804",86.06804,36,3098.44944,179.35,8914,8668,0,301.265313,38,173,0.574244669,18,11,11,6,55,2424,1.126550576,1.126550576,0.00115957,0.574244669,1,0.9847,0.000441511,26.15889336,79.96844057,10.88246022
101,11,Commilla,2008,5568,5259357,52.59357,51,2682.27207,79.65,4189,3866,25,289.7646216,17,218,0.75233477,30,21,21,12,50,1270,0.965897542,0.965897542,0.005387931,0.75233477,1,0.9847,0.000323233,25.63127198,80.25687241,6.085508212
102,11,Commilla,2009,6075,5328039,53.28039,51,2717.29989,84.98,4528,4115,79,316.6298587,15,236,0.745349794,70,12,12,1,28,1270,0.953446474,0.953446474,0.011522634,0.745349794,1,0.9847,0.000281529,25.67077526,80.59818286,6.022786046
103,11,Commilla,2010,5777,5397617,53.97617,43,2320.97531,78.33,4228,3750,78,327.9280984,16,240,0.731867751,105,34,34,5,55,1270,0.941156069,0.941156069,0.018175524,0.731867751,1,0.9847,0.000296427,26.2927033,80.16378038,5.524156464
104,11,Commilla,2011,5322,5468105,54.68105,46,2515.3283,65.56,3585,3286,36,240.4920502,14,162,0.67361894,67,18,18,2,34,1270,0.929023857,0.929023857,0.012589252,0.67361894,1,0.9847,0.00025603,26.05313203,80.46870861,6.381852289
105,11,Commilla,2012,5522,"5,691,849",56.91849,45,2561.33205,62,3507,3228,24,300.7419447,10,191,0.63509598,35,16,16,3,29,1270,0.892504351,0.892504351,0.006338283,0.63509598,1,0.9847,0.00017569,25.26160683,80.74873193,6.169848732
106,11,Commilla,2013,7084,"5,782,495",57.82495,51,2949.07245,62.52,3614,3433,19,231.2982844,10,118,0.510163749,15,10,10,9,29,1270,0.878513514,0.878513514,0.002117448,0.510163749,1,0.9847,0.000172936,25.74578486,80.79428453,5.530313026
107,11,Commilla,2014,8027,"5,874,584",58.74584,51,2996.03784,133.58,4196,3999,15,262.0826978,14,137,0.522735767,22,3,3,6,23,1270,0.864742082,0.864742082,0.00274075,0.522735767,1,0.9847,0.000238315,26.04835422,79.68304245,5.375277446
108,11,Commilla,2015,8442,"5,968,140",59.6814,45,2685.663,140.45,4497,4198,77,309.7464977,22,165,0.532693674,28,2,2,5,29,1270,0.851186467,0.851186467,0.00331675,0.532693674,1,0.9847,0.000368624,25.99300216,80.1487239,6.80074992
109,11,Commilla,2016,8309,"6,063,185",60.63185,40,2425.274,136.38,4501,4293,0,293.5194401,25,159,0.541701769,19,1,1,4,30,1270,0.837843477,0.837843477,0.002286677,0.541701769,1,0.9847,0.000412325,26.46393724,80.48859795,6.59141174
110,11,Commilla,2017,8640,"6,159,744",61.59744,36,2217.50784,139.88,4810,4641,0,238.9022869,25,133,0.556712963,9,0,0,2,27,1270,0.824709598,0.824709598,0.001041667,0.556712963,1,0.9847,0.000405861,26.08739788,80.76053266,9.760572591
111,12,Coxs Bazar,2008,2299,2138167,21.38167,51,1090.46517,85.59,1830,1691,13,116.8344262,4,93,0.79599826,12,16,16,1,21,1034,1.934367147,1.934367147,0.005219661,0.79599826,0,0.9847,0.000187076,25.72641409,79.734506,10.74427967
112,12,Coxs Bazar,2009,2226,2184620,21.8462,51,1114.1562,83.86,1844,1668,21,119.5086768,9,99,0.828391734,28,18,18,1,28,1034,1.893235437,1.893235437,0.012578616,0.828391734,0,0.9847,0.000411971,26.10626092,80.49619609,8.655396712
113,12,Coxs Bazar,2010,2315,2232082,22.32082,43,959.79526,78.81,1759,1591,25,127.6606026,6,97,0.759827214,30,9,9,1,16,1034,1.85297852,1.85297852,0.012958963,0.759827214,0,0.9847,0.000268807,26.32046481,80.01556542,8.983727564
114,12,Coxs Bazar,2011,2425,2280575,22.80575,46,1049.0645,79.5,1812,1582,58,151.2279249,7,113,0.747216495,38,7,7,7,21,1034,1.813577716,1.813577716,0.015670103,0.747216495,0,0.9847,0.00030694,25.9456811,80.12045964,11.42748531
115,12,Coxs Bazar,2012,2663,"2,443,333",24.43333,45,1099.49985,77,1892,1675,54,161.8631078,9,115,0.710476906,22,5,5,12,26,1034,1.692769672,1.692769672,0.008261359,0.710476906,0,0.9847,0.000368349,25.26065656,79.60445746,11.22458962
116,12,Coxs Bazar,2013,3392,"2,506,440",25.0644,51,1278.2844,75.17,1883,1732,41,167.5284121,4,93,0.555129717,8,2,2,3,9,1034,1.650149216,1.650149216,0.002358491,0.555129717,0,0.9929,0.000159589,25.58876577,79.71723157,10.77533288
117,12,Coxs Bazar,2014,3222,"2,571,176",25.71176,51,1311.29976,120.84,1781,1632,51,135.682201,15,75,0.55276226,5,0,0,3,18,1034,1.608602445,1.608602445,0.001551831,0.552762259,0,0.9929,0.000583391,26.07659063,78.34339581,7.542960007
118,12,Coxs Bazar,2015,3357,"2,637,584",26.37584,45,1186.9128,125.15,1978,1850,29,115.4074823,11,68,0.589216562,4,3,3,13,27,1034,1.568101717,1.568101717,0.00119154,0.589216562,0,0.9929,0.000417048,25.84003725,78.88814629,12.90555031
119,12,Coxs Bazar,2016,3725,"2,705,707",27.05707,40,1082.2828,136.97,2088,2009,0,103.4722222,16,58,0.560536913,1,1,1,3,20,1034,1.5286208,1.5286208,0.000268456,0.560536913,0,0.9929,0.000591343,26.34278405,79.66089053,9.013764062
120,12,Coxs Bazar,2017,4419,"2,775,590",27.7559,36,999.2124,158.63,2867,2756,0,132.5545867,16,86,0.648789319,6,0,0,3,19,1034,1.490133629,1.490133629,0.001357773,0.648789319,0,0.9929,0.000576454,26.05950067,80.26172592,10.77098151
121,13,Feni,2008,1666,1348243,13.48243,51,687.60393,103.16,1241,1175,11,61.75342466,0,46,0.744897959,2,4,4,3,7,443,1.314303134,1.314303134,0.00120048,0.744897959,0,0.9929,0,25.51165486,79.30827136,7.816980483
122,13,Feni,2009,1480,1362205,13.62205,51,694.72455,95.28,1300,1230,4,69.44615385,1,61,0.878378378,2,2,2,0,3,443,1.300832107,1.300832107,0.001351351,0.878378378,0,0.9929,7.34E-05,25.69307677,81.00259682,7.794277002
123,13,Feni,2010,1464,1374191,13.74191,43,590.90213,94.31,1296,1203,7,86.98148148,1,77,0.885245902,3,4,4,1,6,443,1.289485959,1.289485959,0.00204918,0.885245902,0,0.9929,7.28E-05,26.17866808,80.04010171,7.350565542
124,13,Feni,2011,1413,1387301,13.87301,46,638.15846,88.08,1222,1147,3,75.15957447,0,65,0.86482661,0,6,6,1,7,443,1.277300312,1.277300312,0,0.86482661,0,0.9929,0,25.99616388,81.17500926,8.590031491
125,13,Feni,2012,1561,"1,518,142",15.18142,45,683.1639,79,1198,1132,0,79.48330551,1,61,0.767456758,1,3,3,0,4,443,1.167216242,1.167216242,0.000640615,0.767456758,0,0.9929,6.59E-05,25.25382232,81.47625381,7.988023298
126,13,Feni,2013,1729,"1,540,469",15.40469,51,785.63919,76.28,1175,1113,5,82.40340426,1,56,0.679583574,0,0,0,0,1,443,1.150299032,1.150299032,0,0.679583574,0,0.9929,6.49E-05,25.73250784,81.72355927,7.034910142
127,13,Feni,2014,1777,"1,563,125",15.63125,51,797.19375,112.08,1174,1122,12,51.46337308,3,34,0.660664041,0,1,1,2,6,443,1.133626549,1.133626549,0,0.660664041,0,0.9929,0.000191923,26.02374869,80.51002991,7.133946144
128,13,Feni,2015,1854,"1,586,114",15.86114,45,713.7513,116.64,1193,1150,1,60.60854987,1,39,0.643473571,0,0,0,2,3,443,1.117195864,1.117195864,0,0.643473571,0,0.9929,6.30E-05,25.95063646,80.98848503,8.551504914
129,13,Feni,2016,2095,"1,609,441",16.09441,40,643.7764,130.17,1348,1313,0,51.28709199,2,33,0.643436754,0,0,0,0,2,443,1.101003392,1.101003392,0,0.643436754,0,0.9929,0.000124267,26.46753199,81.52997281,7.806740345
130,13,Feni,2017,2296,"1,633,112",16.33112,36,587.92032,140.59,1501,1487,0,18.35576282,0,12,0.653745645,1,0,0,1,1,443,1.085044994,1.085044994,0.00043554,0.653745645,0,0.9929,0,26.23486027,81.24023925,11.36055242
131,14,Khagrachari,2008,597,720067,7.20067,51,367.23417,76.52,551,529,0,17.33575318,0,16,0.922948073,0,6,6,0,6,327,1.816497631,1.816497631,0,0.922948074,0,0.9929,0,25.45212683,79.11001649,9.231678831
132,14,Khagrachari,2009,647,750324,7.50324,51,382.66524,79.57,597,575,0,14.08877722,1,13,0.922720247,0,8,8,0,9,327,1.743246917,1.743246917,0,0.922720247,0,0.9929,0.000133276,25.40004485,80.12995325,8.841941819
133,14,Khagrachari,2010,617,781853,7.81853,43,336.19679,74.44,582,570,1,10.60137457,0,10,0.943273906,0,1,1,0,1,327,1.672948751,1.672948751,0,0.943273906,0,0.9929,0,26.04400068,79.86636125,8.02614154
134,14,Khagrachari,2011,625,814707,8.14707,46,374.76522,69.35,565,551,0,14.38053097,1,13,0.904,0,0,0,0,1,327,1.605485162,1.605485162,0,0.904,0,0.9929,0.000122744,25.85001847,80.26453597,9.676955851
135,14,Khagrachari,2012,743,"648,883",6.48883,45,291.99735,96,626,612,0,13.05591054,1,11,0.842530283,0,2,2,0,3,327,2.015771718,2.015771718,0,0.842530283,0,0.9929,0.000154111,25.07801551,80.15433304,10.66298291
136,14,Khagrachari,2013,861,"658,953",6.58953,51,336.06603,85.89,566,558,0,9.127208481,1,6,0.657375145,0,1,1,0,2,327,1.984967061,1.984967061,0,0.657375145,0,0.9929,0.000151756,25.55474988,80.42368917,8.163083183
137,14,Khagrachari,2014,915,"669,180",6.6918,51,341.2818,131.65,612,601,0,13.45588235,0,9,0.668852459,0,2,2,0,2,327,1.954631041,1.954631041,0,0.668852459,0,0.9929,0,25.90933058,78.87240418,8.553702106
138,14,Khagrachari,2015,955,"679,565",6.79565,45,305.80425,138.91,701,696,0,4.087018545,1,3,0.734031414,0,1,1,0,2,327,1.924760693,1.924760693,0,0.734031414,0,0.9929,0.000147153,25.82790699,79.10192826,10.97723256
139,14,Khagrachari,2016,1146,"690,111",6.90111,40,276.0444,165.92,869,864,0,2.637514384,1,2,0.758289703,1,0,0,1,2,327,1.89534727,1.89534727,0.0008726,0.758289703,0,0.9929,0.000144904,26.34367312,80.11615051,7.731285167
140,14,Khagrachari,2017,1235,"700,821",7.00821,36,252.29556,176.08,965,958,0,7.678756477,1,6,0.781376518,0,0,0,0,1,327,1.866382429,1.866382429,0,0.781376518,0,0.9929,0.00014269,26.0319518,80.35073097,11.64845314
141,15,Lakhmipur,2008,1679,1696792,16.96792,51,865.36392,89.76,1523,1475,1,45.19960604,2,41,0.907087552,2,1,1,0,3,263,0.619993494,0.619993494,0.001191185,0.907087552,0,0.9929,0.000117869,25.77530386,78.86434176,5.433946497
142,15,Lakhmipur,2009,1638,1718074,17.18074,51,876.21774,84.69,1595,1497,3,82.15673981,4,80,0.973748474,4,7,7,0,11,263,0.612313556,0.612313556,0.002442002,0.973748474,0,0.9929,0.000232819,26.19179401,76.40838889,4.81615125
143,15,Lakhmipur,2010,1762,1739622,17.39622,43,748.03746,91.51,1592,1501,1,77.47487437,3,70,0.903518729,12,5,5,0,8,263,0.604729073,0.604729073,0.006810443,0.903518729,0,0.9929,0.000172451,26.43271939,77.29603333,4.309249989
144,15,Lakhmipur,2011,1746,1761441,17.61441,46,810.26286,87.43,1540,1429,0,85.03246753,4,75,0.882016037,14,11,11,7,22,263,0.597238284,0.597238284,0.008018328,0.882016037,0,0.9929,0.000227087,26.17252446,77.50041191,5.045780211
145,15,Lakhmipur,2012,1961,"1,824,566",18.24566,45,821.0547,89,1628,1557,7,68.65909091,0,57,0.830188679,2,0,0,5,5,263,0.576575471,0.576575471,0.001019888,0.830188679,0,0.9929,0,25.36092324,77.013948,4.134782836
146,15,Lakhmipur,2013,2317,"1,851,770",18.5177,51,944.4027,86.3,1598,1560,5,40.59824781,1,28,0.689684937,1,1,1,2,4,263,0.56810511,0.56810511,0.000431593,0.689684937,0,0.9929,5.40E-05,25.77629262,76.693481,4.860133131
147,15,Lakhmipur,2014,2387,"1,879,380",18.7938,51,958.4838,123.76,1553,1520,8,36.8886027,1,24,0.650607457,0,0,0,0,1,263,0.559759069,0.559759069,0,0.650607457,0,0.9929,5.32E-05,25.93234033,76.39746527,4.179688692
148,15,Lakhmipur,2015,2516,"1,907,402",19.07402,45,858.3309,130.75,1647,1606,2,53.46690953,4,35,0.654610493,0,0,0,0,4,263,0.551535544,0.551535544,0,0.654610493,0,0.9929,0.000209709,25.90688962,77.24435009,5.795003437
149,15,Lakhmipur,2016,2733,"1,935,841",19.35841,40,774.3364,140.87,1761,1692,0,80.70187394,7,52,0.644346872,2,5,5,3,15,263,0.543433061,0.543433061,0.000731797,0.644346872,0,0.9929,0.0003616,26.62444785,78.30328941,4.574089104
150,15,Lakhmipur,2017,2925,"1,964,705",19.64705,36,707.2938,148.83,1949,1874,0,96.04925603,5,64,0.666324786,2,3,3,1,9,263,0.535449342,0.535449342,0.000683761,0.666324786,0,0.9929,0.000254491,26.19491017,78.47681175,7.640847474
151,16,Noakhali,2008,2664,2982851,29.82851,51,1521.25401,79.02,2352,2223,0,124.5918367,3,110,0.882882883,3,13,13,0,16,632,0.847511324,0.847511324,0.001126126,0.882882883,0,0.9929,0.000100575,25.76997937,80.98385808,5.854553659
152,16,Noakhali,2009,2935,3027307,30.27307,51,1543.92657,86.81,2624,2504,2,115.2076982,5,103,0.894037478,0,10,10,0,15,632,0.835065621,0.835065621,0,0.894037479,0,0.9929,0.000165163,26.2398007,82.25063324,5.637864509
153,16,Noakhali,2010,3013,3072426,30.72426,43,1321.14318,86.74,2666,2532,1,128.8379595,8,114,0.884832393,0,11,11,0,19,632,0.822802567,0.822802567,0,0.884832393,0,0.9929,0.000260381,26.39078449,81.42103261,5.33120379
154,16,Noakhali,2011,2921,3118217,31.18217,46,1434.37982,81.71,2548,2396,2,143.2986656,0,125,0.872304006,2,23,23,0,23,632,0.810719716,0.810719716,0.000684697,0.872304005,0,0.9929,0,26.1704901,81.87478457,6.159388713
155,16,Noakhali,2012,3053,"3,292,507",32.92507,45,1481.62815,79,2589,2446,3,141.5063731,12,120,0.848018343,3,4,4,1,17,632,0.767803986,0.767803986,0.00098264,0.848018343,0,0.9929,0.000364464,25.41676529,81.83995413,4.99233555
156,16,Noakhali,2013,3386,"3,354,320",33.5432,51,1710.7032,66.39,2227,2112,3,149.0022452,7,98,0.65770821,2,5,5,0,12,632,0.753654988,0.753654988,0.000590667,0.65770821,0,0.9929,0.000208686,25.69542865,81.89209113,6.255266003
157,16,Noakhali,2014,3615,"3,417,295",34.17295,51,1742.82045,103.59,2286,2170,7,147.0669291,10,93,0.632365145,4,2,2,0,12,632,0.739766394,0.739766394,0.001106501,0.632365145,0,0.9929,0.000292629,25.95928241,81.04524195,4.995331243
158,16,Noakhali,2015,3999,"3,481,451",34.81451,45,1566.65295,114.75,2555,2458,1,122.0829746,8,78,0.638909727,8,1,1,1,10,632,0.726134017,0.726134017,0.0020005,0.638909727,0,0.9929,0.000229789,26.01804212,81.0047445,7.140935182
159,16,Noakhali,2016,4323,"3,546,812",35.46812,40,1418.7248,121.49,2661,2567,0,115.3449831,11,71,0.615544761,2,2,2,8,21,632,0.712752748,0.712752748,0.000462642,0.615544761,0,0.9929,0.000310138,26.55387413,82.05303473,6.587158237
160,16,Noakhali,2017,4703,"3,613,400",36.134,36,1300.824,130.04,3156,3058,0,119.2141952,3,80,0.671061025,2,1,1,12,16,632,0.699618088,0.699618088,0.00042526,0.671061025,0,0.9929,8.30E-05,26.21251664,82.4528614,8.080673783
161,17,Rangamati,2008,505,662537,6.62537,51,337.89387,57.96,384,348,3,28.93229167,2,22,0.76039604,1,8,8,0,10,389,2.348548081,2.348548081,0.001980198,0.76039604,0,0.9929,0.00030187,25.26174495,79.56246925,4.779365841
162,17,Rangamati,2009,599,680578,6.80578,51,347.09478,67.88,463,433,3,14.23110151,1,11,0.772954925,3,12,12,0,13,389,2.286291946,2.286291946,0.005008347,0.772954925,0,0.9929,0.000146934,25.63553284,79.85834498,5.59774211
163,17,Rangamati,2010,584,699111,6.99111,43,300.61773,67.09,469,445,2,13.69722814,1,11,0.803082192,0,10,10,0,11,389,2.225683761,2.225683761,0,0.803082192,0,0.9929,0.000143039,25.68152472,78.47253904,5.555922405
164,17,Rangamati,2011,575,718217,7.18217,46,330.37982,63.36,455,440,0,11.37362637,2,9,0.791304348,0,4,4,0,6,389,2.166476149,2.166476149,0,0.791304348,0,0.9929,0.000278467,25.63016641,78.27723523,5.743708147
165,17,Rangamati,2012,681,"630,091",6.30091,45,283.54095,78,490,477,2,6.948979592,2,5,0.719530103,0,3,3,1,6,389,2.469484567,2.469484567,0,0.719530103,0,0.9929,0.000317414,24.69248348,79.91918225,6.238883936
166,17,Rangamati,2013,679,"640,126",6.40126,51,326.46426,67.8,434,423,0,9.387096774,1,6,0.639175258,0,3,3,1,5,389,2.430771442,2.430771442,0,0.639175258,0,0.9929,0.000156219,25.14815862,78.31126608,4.698694034
167,17,Rangamati,2014,700,"650,320",6.5032,51,331.6632,103.18,455,443,0,13.84615385,2,9,0.65,0,1,1,0,3,389,2.392668225,2.392668225,0,0.65,0,0.9929,0.000307541,25.47925984,77.78659055,4.626596249
168,17,Rangamati,2015,744,"660,677",6.60677,45,297.30465,111.55,529,519,1,8.438563327,0,6,0.711021505,0,3,3,0,3,389,2.355159934,2.355159934,0,0.711021505,0,0.9929,0,24.31075918,78.94380786,7.223058613
169,17,Rangamati,2016,842,"671,198",6.71198,40,268.4792,125.3,638,632,0,6.598746082,0,5,0.757719715,0,1,1,0,1,389,2.318242903,2.318242903,0,0.757719715,0,0.9929,0,25.90345093,79.75920089,4.887547784
170,17,Rangamati,2017,924,"681,887",6.81887,36,245.47932,135.36,724,718,0,3.828729282,0,3,0.783549784,0,2,2,1,3,389,2.281903013,2.281903013,0,0.783549784,0,0.9929,0,25.55249379,79.00554329,7.622840578
171,18,Dhaka,2008,17318,12155398,121.55398,51,6199.25298,71.11,8457,6982,247,337.8822277,99,165,0.488335836,275,513,513,176,788,3311,1.089557084,1.089557084,0.015879432,0.488335836,1,0.9929,0.000814453,25.77679474,78.6864158,5.579407073
172,18,Dhaka,2009,18909,12637894,126.37894,51,6445.32594,71.62,8663,7396,247,318.6787487,97,146,0.458141626,235,515,515,27,639,3311,1.047959415,1.047959415,0.012427944,0.458141626,1,0.9929,0.000767533,26.17929123,75.99376266,4.882178087
173,18,Dhaka,2010,17339,13139544,131.39544,43,5650.00392,62.1,8060,6909,222,337.7447891,90,157,0.46484803,191,475,475,16,581,3311,1.007949743,1.007949743,0.01101563,0.46484803,1,0.9929,0.000684955,26.44135574,77.02110857,4.367495623
174,18,Dhaka,2011,17260,13661105,136.61105,46,6284.1083,55.19,7497,6534,196,255.5502201,80,111,0.434356895,170,366,366,40,486,3311,0.969467697,0.969467697,0.009849363,0.434356895,1,0.9929,0.000585604,26.17473485,77.20729624,5.115260722
175,18,Dhaka,2012,19263,"12,960,633",129.60633,45,5832.28485,67,8598,7608,196,392.0708304,106,175,0.446347921,229,257,257,27,390,3311,1.02186367,1.02186367,0.011888076,0.446347921,1,0.9929,0.000817861,25.36304548,76.64033547,4.190724732
176,18,Dhaka,2013,20216,"13,419,603",134.19603,51,6843.99753,62.72,8327,7618,152,386.0146511,83,159,0.411901464,155,124,124,36,243,3311,0.986914442,0.986914442,0.007667194,0.411901464,1,0.9929,0.000618498,25.78601674,76.31579726,4.895223683
177,18,Dhaka,2014,21823,"13,894,826",138.94826,51,7086.36126,151.86,8748,8006,167,451.5275492,118,181,0.400861476,120,105,105,51,274,3311,0.953160551,0.953160551,0.005498786,0.400861476,1,0.9929,0.000849237,25.95290423,75.96716815,4.196948083
178,18,Dhaka,2015,23624,"14,386,878",143.86878,45,6474.0951,161.96,9510,8766,102,616.0622503,118,248,0.402556722,106,140,140,30,288,3311,0.920561084,0.920561084,0.004486962,0.402556722,1,0.9929,0.000820192,25.9173024,76.89308709,5.888481855
179,18,Dhaka,2016,24651,"14,896,355",148.96355,40,5958.542,164.47,10308,9719,0,588.2951106,124,246,0.418157478,113,80,80,26,230,3311,0.889076556,0.889076556,0.004583993,0.418157478,1,0.9929,0.000832418,26.63581315,78.02216271,4.565357605
180,18,Dhaka,2017,27168,"15,423,874",154.23874,36,5552.59464,175.14,11727,11084,0,602.3433103,94,260,0.431647527,144,64,64,81,239,3311,0.85866884,0.85866884,0.005300353,0.431647527,1,0.9929,0.000609445,26.19980097,78.18295355,7.780341302
181,19,Faridpur,2008,1161,2019820,20.1982,51,1030.1082,31.39,633,536,8,36.68246445,16,20,0.545219638,22,16,16,15,47,905,1.792238912,1.792238912,0.018949182,0.545219638,0,0.9929,0.00079215,25.73863785,79.66930465,4.291703939
182,19,Faridpur,2009,1206,2049566,20.49566,51,1045.27866,28.79,590,491,3,61.3220339,25,30,0.489220564,30,10,10,1,36,905,1.766227582,1.766227582,0.024875622,0.489220564,0,0.9929,0.00121977,26.23185815,78.25280117,4.245713266
183,19,Faridpur,2010,1260,2079751,20.79751,43,894.29293,27.74,578,493,1,47.95847751,23,22,0.458730159,19,20,20,0,43,905,1.740592984,1.740592984,0.015079365,0.458730159,0,0.9929,0.001105902,26.38108253,78.47287914,3.7901309
184,19,Faridpur,2011,1244,2110380,21.1038,46,970.7748,26.11,551,493,0,40.63883848,20,18,0.442926045,11,9,9,0,29,905,1.715330888,1.715330888,0.008842444,0.442926045,0,0.9929,0.000947697,26.16140987,78.76122148,4.452729111
185,19,Faridpur,2012,1239,"2,005,472",20.05472,45,902.4624,30,596,540,0,39.49832215,21,19,0.481033091,13,3,3,0,24,905,1.805061352,1.805061352,0.010492333,0.481033091,0,0.9929,0.001047135,25.32241272,78.63560588,3.692561293
186,19,Faridpur,2013,1305,"2,022,389",20.22389,51,1031.41839,27.29,552,504,0,66.19565217,10,28,0.422988506,10,0,0,0,10,905,1.789962267,1.789962267,0.007662835,0.422988506,0,0.9929,0.000494465,25.68940663,78.48861883,4.434007082
187,19,Faridpur,2014,1141,"2,039,449",20.39449,51,1040.11899,53.2,476,442,3,35.95588235,6,15,0.417177914,8,2,2,0,8,905,1.774989225,1.774989225,0.007011394,0.417177914,0,0.9929,0.000294197,25.81643212,78.47635499,3.98569107
188,19,Faridpur,2015,1185,"2,056,652",20.56652,45,925.4934,56.16,489,450,2,48.46625767,6,20,0.412658228,11,0,0,0,6,905,1.760142212,1.760142212,0.0092827,0.412658228,0,0.9929,0.000291736,25.88708662,79.16461239,5.088234605
189,19,Faridpur,2016,1139,"2,074,001",20.74001,40,829.6004,53.04,485,438,0,39.92371134,15,17,0.425812116,15,0,0,0,15,905,1.745418638,1.745418638,0.013169447,0.425812116,0,0.9929,0.00072324,26.56613633,79.72695453,4.528065049
190,19,Faridpur,2017,1108,"2,091,496",20.91496,36,752.93856,51.88,480,443,0,53.09166667,7,23,0.433212996,7,0,0,0,7,905,1.730818515,1.730818515,0.00631769,0.433212996,0,0.9929,0.000334689,26.1652033,79.77035414,6.157646892
191,20,Gazipur,2008,3647,2502581,25.02581,51,1276.31631,101.85,2549,2339,9,103.0145155,23,72,0.698930628,28,76,76,2,101,662,1.05810761,1.05810761,0.007677543,0.698930628,1,0.9929,0.000919051,25.53234035,79.23077034,3.991754966
192,20,Gazipur,2009,4247,2558586,25.58586,51,1304.87886,107.52,2693,2465,12,116.7018195,16,74,0.634094655,29,97,97,0,113,662,1.034946646,1.034946646,0.006828349,0.634094655,1,0.9929,0.000625345,25.9508942,79.64979704,3.69881727
193,20,Gazipur,2010,4313,2615844,26.15844,43,1124.81292,102.22,2674,2490,14,83.87284966,8,52,0.619986089,24,86,86,0,94,662,1.012292782,1.012292782,0.005564572,0.619986089,1,0.9929,0.000305829,26.19250058,77.82563745,3.121740059
194,20,Gazipur,2011,4305,2674383,26.74383,46,1230.21618,93.74,2507,2345,12,70.40486637,7,41,0.582346109,38,64,64,0,71,662,0.990134921,0.990134921,0.008826945,0.582346109,1,0.9929,0.000261743,25.94316075,78.18256349,4.621717492
195,20,Gazipur,2012,4960,"3,737,872",37.37872,45,1682.0424,69,2557,2419,20,87.28979273,3,45,0.515524194,33,34,34,3,40,662,0.708424473,0.708424473,0.006653226,0.515524194,1,0.9929,8.03E-05,25.16544725,79.44600845,3.472502372
196,20,Gazipur,2013,5509,"3,937,777",39.37777,51,2008.26627,61.53,2367,2279,6,125.6806084,0,54,0.429660555,17,3,3,8,11,662,0.672460629,0.672460629,0.00308586,0.429660555,1,0.9929,0,25.39694722,77.797245,3.620825211
197,20,Gazipur,2014,5568,"4,148,374",41.48374,51,2115.67074,130.7,2562,2441,6,156.4777518,20,72,0.46012931,13,10,10,0,30,662,0.638322388,0.638322388,0.00233477,0.46012931,1,0.9929,0.000482117,25.62485015,78.15611835,3.787475495
198,20,Gazipur,2015,6070,"4,370,234",43.70234,45,1966.6053,137.48,3057,2924,2,135.0212627,26,68,0.503624382,26,10,10,1,37,662,0.605917212,0.605917212,0.004283361,0.503624382,1,0.9929,0.000594934,25.51075275,78.2234327,4.560666528
199,20,Gazipur,2016,6387,"4,603,958",46.03958,40,1841.5832,137.86,3404,3269,0,140.7241481,22,75,0.53295757,21,12,12,5,39,662,0.575157289,0.575157289,3.29E-03,0.53295757,1,0.9929,0.00047785,26.3101098,79.74495888,3.725984624
200,20,Gazipur,2017,6869,"4,850,183",48.50183,36,1746.06588,141.38,3794,3662,0,139.4077491,22,77,0.552336585,22,9,9,2,33,662,0.545958781,0.545958781,0.003202795,0.552336585,1,0.9929,0.000453591,25.9372213,79.78278608,5.298970598
201,21,Gopalganj,2008,748,1276342,12.76342,51,650.93442,36.35,464,406,0,33.85344828,8,21,0.620320856,16,12,12,1,21,423,1.325663498,1.325663498,0.021390374,0.620320856,0,0.9929,0.000626791,25.86219805,80.39601456,4.675784033
202,21,Gopalganj,2009,784,1286892,12.86892,51,656.31492,42.35,546,479,0,38.76923077,13,27,0.696428571,22,5,5,0,18,423,1.314795647,1.314795647,0.028061224,0.696428571,0,0.9929,0.001010186,26.32380299,80.16729284,4.596732822
203,21,Gopalganj,2010,790,1297528,12.97528,43,557.93704,38,493,450,0,25.63894523,11,16,0.624050633,14,2,2,0,13,423,1.304018102,1.304018102,0.017721519,0.624050633,0,0.9929,0.000847766,26.47840515,79.60982808,3.985885852
204,21,Gopalganj,2011,784,1308252,13.08252,46,601.79592,36.46,477,421,0,36.15932914,14,22,0.608418367,11,9,9,0,23,423,1.293328808,1.293328808,0.014030612,0.608418367,0,0.9929,0.00107013,26.23146168,79.9220603,4.800253033
205,21,Gopalganj,2012,878,"1,219,050",12.1905,45,548.5725,44,538,493,0,24.4795539,17,15,0.612756264,9,4,4,0,21,423,1.387966039,1.387966039,0.010250569,0.612756264,0,0.9929,0.001394529,25.42523226,80.03897536,4.033112462
206,21,Gopalganj,2013,830,"1,219,782",12.19782,51,622.08882,37.71,460,405,0,34.2826087,12,19,0.554216867,22,2,2,0,14,423,1.387133111,1.387133111,0.026506024,0.554216867,0,0.9929,0.000983782,25.72981198,80.03746158,5.17030987
207,21,Gopalganj,2014,771,"1,220,514",12.20514,51,622.46214,60.88,390,345,2,47.44615385,5,24,0.505836576,12,2,2,0,7,423,1.386301181,1.386301181,0.015564202,0.505836576,0,0.9929,0.000409663,25.90214364,79.75295983,4.018054812
208,21,Gopalganj,2015,740,"1,221,246",12.21246,45,549.5607,58.3,326,301,2,20.42944785,9,9,0.440540541,5,0,0,0,9,423,1.385470249,1.385470249,0.006756757,0.440540541,0,0.9929,0.000736952,25.98055287,79.6621084,5.515124314
